Colonoscopy,Face mask (physical object),Medication Reconciliation (procedure),Oxygen administration by mask (procedure),Placing subject in prone position (procedure),Plain chest X-ray (procedure),Suture open wound,Throat culture (procedure),Fitness,Intramuscular injection,Measurement of respiratory function (procedure)
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499875,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999608697353489,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999608697353489,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999608697353489,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999750006249843,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999565219281655,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999565219281655,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999565219281655,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999565219281655,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999565219281655,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.9687063477926632,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.9687063477926632,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999560001759993,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999560001759993,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999560001759993,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999560001759993,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999560001759993,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999560001759993,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999955555720164,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999955555720164,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.999955555720164,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999580646514044,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999580646514044,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999333355554815,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999333355554815,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999333355554815,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999333355554815,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000399984,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000399984,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000399984,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999666688887408,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999666688887408,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999666688887408,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999666688887408,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000499975,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000399984,0.0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99990000399984,0.0,0.0
