Face mask (physical object),Medication Reconciliation (procedure),Plain chest X-ray (procedure),Throat culture (procedure),Fitness,Colonoscopy,Oxygen administration by mask (procedure),Placing subject in prone position (procedure),Measurement of respiratory function (procedure),Sputum examination (procedure)
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,0.0,0.6666222251849876,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,0.0,0.6666222251849876,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,0.0,0.6666222251849876,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,0.0,0.6666222251849876,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999960001599936,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999960001599936,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999960001599936,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999960001599936,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999960001599936,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999960001599936,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999960001599936,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999960001599936,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999960001599936,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.7999680012799488,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.7999680012799488,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.7999680012799488,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.7999680012799488,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.7999680012799488,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.7999680012799488,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.7999680012799488,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.999950002499875,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,0.8571183680466272,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,0.8571183680466272,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,0.8571183680466272,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,0.8571183680466272,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,0.8571183680466272,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,0.8571183680466272,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,0.8571183680466272,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,0.8571183680466272,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,0.8571183680466272,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9999666677777408,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.9599961600153599,0.0,0.0,0.0,1.0,0.0
0,0.0,0.0,0.0,0.9599961600153599,0.0,0.0,0.0,1.0,0.0
0,0.0,0.0,0.0,0.9599961600153599,0.0,0.0,0.0,1.0,0.0
